time,close,high,low,open,volumebtc,volume,date
1569780000,7990.0,8007.07,7962.29,7999.87,6.197,49501.33,2019-09-29
1569783600,7955.9,7998.03,7928.8,7990.0,34.57,274586.71,2019-09-29
1569787200,8011.8,8014.49,7936.95,7955.9,6.302,50301.06,2019-09-29
1569790800,8054.77,8100.0,7989.37,8011.8,17.43,140351.58,2019-09-29
1569794400,8081.41,8134.9,8038.87,8054.77,32.23,261335.36,2019-09-29
1569798000,8057.14,8098.22,8055.04,8081.41,12.7,102552.53,2019-09-29
1569801600,8039.0,8063.74,7999.36,8057.14,12.26,98559.14,2019-09-30
1569805200,8020.81,8039.0,7990.23,8039.0,7.933,63504.87,2019-09-30
1569808800,7981.19,8023.12,7972.6,8020.81,3.323,26579.81,2019-09-30
1569812400,7978.81,7992.06,7966.9,7981.19,2.088,16660.0,2019-09-30
1569816000,7812.5,7978.81,7700.66,7978.81,74.29,579519.2,2019-09-30
1569819600,7789.99,7856.47,7767.94,7812.5,19.81,154803.98,2019-09-30
1569823200,7743.47,7814.76,7742.4,7789.99,28.01,217763.37,2019-09-30
1569826800,7799.6,7823.04,7743.47,7743.47,20.49,159414.65,2019-09-30
1569830400,7883.67,7906.48,7786.02,7799.6,21.6,169784.69,2019-09-30
1569834000,8015.79,8031.5,7850.77,7883.67,19.11,152262.71,2019-09-30
1569837600,8050.44,8084.68,8000.0,8015.79,24.73,198573.34,2019-09-30
1569841200,8035.35,8093.68,8018.21,8050.44,99.88,801992.73,2019-09-30
1569844800,8013.75,8056.04,7995.0,8035.35,6.351,50960.53,2019-09-30
1569848400,8129.26,8193.1,8013.75,8013.75,57.86,469762.76,2019-09-30
1569852000,8222.14,8271.94,8110.94,8129.26,39.14,320213.52,2019-09-30
1569855600,8300.0,8313.77,8220.0,8222.14,59.98,496365.91,2019-09-30
1569859200,8278.0,8354.17,8259.59,8300.0,18.6,154667.47,2019-09-30
1569862800,8260.56,8288.74,8226.27,8278.0,6.512,53727.51,2019-09-30
1569866400,8280.89,8326.15,8260.55,8260.56,17.16,142415.0,2019-09-30
1569870000,8279.05,8285.99,8259.77,8280.89,13.6,112502.26,2019-09-30
1569873600,8234.99,8283.0,8184.2,8279.05,27.47,225959.51,2019-09-30
1569877200,8265.16,8278.2,8197.86,8234.99,13.34,109901.67,2019-09-30
1569880800,8243.97,8296.29,8225.35,8265.16,45.85,378204.98,2019-09-30
1569884400,8304.74,8308.17,8241.68,8243.97,20.39,168736.32,2019-09-30
1569888000,8225.82,8324.17,8212.44,8304.74,41.98,346469.3,2019-10-01
1569891600,8292.37,8304.3,8189.61,8225.82,43.66,358475.86,2019-10-01
1569895200,8437.0,8437.0,8288.82,8292.37,60.22,504687.39,2019-10-01
1569898800,8424.49,8514.0,8424.49,8437.0,49.62,420897.66,2019-10-01
1569902400,8445.11,8480.6,8417.33,8424.49,9.614,81249.35,2019-10-01
1569906000,8442.09,8461.71,8426.98,8445.11,21.48,181388.64,2019-10-01
1569909600,8405.9,8442.09,8380.86,8442.09,30.73,258314.25,2019-10-01
1569913200,8437.33,8440.0,8381.22,8405.9,5.768,48439.85,2019-10-01
1569916800,8389.87,8437.33,8377.39,8437.33,9.458,79556.13,2019-10-01
1569920400,8338.57,8397.21,8323.13,8389.87,15.86,132451.27,2019-10-01
1569924000,8334.98,8381.31,8329.84,8338.57,4.301,35923.75,2019-10-01
1569927600,8378.48,8379.88,8322.0,8334.98,14.27,119397.17,2019-10-01
